Celltype	Trait	ldscore_pvalue	gchromVAR_pvalue	chromVAR_pvalue	goShifter_pvalue	panHemeLDSR_pvalue	hit_ldscore	hit_chromVAR	hit_gchromVAR	hit_goShifter	hit_panHemeLDSR	lineageSpecific
GMP-C	RETIC_COUNT	0.00493383735179184	0.67476050329671	9.06873273849792e-07	0.196981226158258	0.399532769276779	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
GMP-C	WBC_COUNT	0.383396109325441	0.0123977915091878	0.000160647373502615	0.859586938621222	0.813975281907809	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
HSC	BASO_COUNT	0.223206615473467	0.833554346907041	0.893884186950912	0.574456730312996	0.268854868217688	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	EO_COUNT	0.107753310788134	0.967497203662228	0.999999887653402	1.80942445712795e-08	0.258885975556457	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
HSC	HCT	0.724515285559583	0.950295770190503	0.999999999902808	0.77204575632512	0.0163356191221638	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	HGB	0.595252667969883	0.829427054347057	0.999999999999625	0.191722647148751	0.0133861011417281	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	LYMPH_COUNT	0.503745896725927	0.997430059824366	1	0.0386306207123872	0.161392518041784	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	MCH	0.000166400193433732	0.572430953072801	0.999999999999982	0.00216074232069808	0.195854434622016	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	MCHC	0.431418648520761	0.999963408675155	0.999999972089926	0.471956095916123	0.269706966049391	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	MCV	3.22345770595902e-05	0.879521324226103	0.99999999999733	0.000840805643130987	0.364413718493742	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	MEAN_RETIC_VOL	1.18937177338407e-05	0.988309363121904	0.999999993686829	0.00123746927390758	0.0946301617731774	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	MONO_COUNT	0.0883608411381208	0.616450244727481	0.999999999999962	0.0108497853109852	0.534458440624219	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	MPV	7.10054415123227e-06	0.148066515958852	0.999999890972824	0.000272743943101079	0.331259952825952	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	NEUTRO_COUNT	0.272975778034755	0.624282792471718	0.999939016107541	0.940453407674912	0.564526879936887	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	PLT_COUNT	1.54153046921652e-06	0.110269073349449	0.999998902085945	0.0429907342306426	0.428958576992811	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	RBC_COUNT	0.00276944917308549	0.814937018314797	0.999550842130999	0.0750595965983104	0.0257806806003672	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	RETIC_COUNT	0.154818645458318	0.996807579537105	0.999996954102436	0.478076287762106	0.806135125966661	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
HSC	WBC_COUNT	0.565744479050843	0.777811362025851	0.999999997088423	0.899811082676517	0.661092696498252	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
LMPP	BASO_COUNT	0.0980267920624613	0.121599808647459	0.670237270587004	0.758919489072201	0.154181481371407	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
LMPP	EO_COUNT	0.0926063906008334	0.987989719299023	0.999999999059258	1.89510377641507e-06	0.564805446516589	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
LMPP	HCT	0.103616666285607	0.981076686956568	0.999999999918316	0.434390901680943	0.951441980232815	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
LMPP	HGB	0.0986071406558034	0.936900860761298	0.999999999976129	0.376750197231531	0.538033244350423	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
LMPP	LYMPH_COUNT	0.751278222943692	0.999455628418571	1	0.0323951959223239	0.0294845073026674	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
LMPP	MCH	0.0156735628345316	0.999835477425456	0.999999999999961	0.00239342108725311	0.113564927732955	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
LMPP	MCHC	0.104178991877215	0.95411330170856	0.999999999176052	0.793013072680046	0.562031626329375	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
LMPP	MCV	0.000924047775777835	0.999997774529328	0.999999999999774	0.000308923390099496	0.560522702366873	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
LMPP	MEAN_RETIC_VOL	7.17363341923361e-06	0.999999863124906	0.999999999999183	0.00192477849256628	0.604343796909479	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
LMPP	MONO_COUNT	0.00338827903924524	0.116564782791821	0.99999999999982	0.149020471230341	0.847451589800858	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
LMPP	MPV	0.000252932251408816	0.994890304290729	0.999999993544639	0.000124242645199123	0.101084653711814	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LMPP	NEUTRO_COUNT	0.353899663747495	0.670351959445729	0.999870325483677	0.722514676648835	0.247950547902448	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
LMPP	PLT_COUNT	0.000751642791890352	0.996584652240404	0.999999675851909	0.10301698467176	0.485202366446043	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
LMPP	RBC_COUNT	0.0239297427713774	0.999607835285989	0.999999799856022	0.121189527045404	0.845522290782275	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
LMPP	RETIC_COUNT	0.136745393358881	0.99785292995772	0.999994995926673	0.357625018892814	0.170600074941077	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
LMPP	WBC_COUNT	0.924590063349431	0.234094581081463	0.999999999924714	0.814286349569246	0.155078183635736	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
mDC	BASO_COUNT	0.00379380844654483	0.353761395682597	0.297430072804148	0.852209507463668	0.50276288397218	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
mDC	EO_COUNT	0.00183567878341666	0.375106548123101	0.545064016755794	1.12209403636838e-05	0.18797648325106	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
mDC	HCT	0.570059657217154	0.815349845422809	0.754320543063687	0.701497339256943	0.281069060895932	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
mDC	HGB	0.344785171302363	0.909354310704205	0.756524909264183	0.230061675342126	0.384755434353152	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
mDC	LYMPH_COUNT	0.107206476692733	0.950021048001574	0.532114980773045	0.0119472014772281	0.952013329323249	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
mDC	MCH	0.0200443203857606	0.99986607612685	0.993678447257598	0.00887583301055098	0.746617997014471	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
mDC	MCHC	0.0589353888061025	0.267810336392731	0.909190442354419	0.535060294931792	0.153186706258286	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
mDC	MCV	0.00706488916677317	0.999375242123812	0.990386176631581	0.0267463398919801	0.615043854938755	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
mDC	MEAN_RETIC_VOL	0.000322636909134928	0.99459515514892	0.997787853275703	0.00268741291457164	0.944310452637038	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
mDC	MONO_COUNT	3.07457967106633e-08	0.0116136696430139	0.000377195253841896	0.00527731963799707	0.00527850835060885	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
mDC	MPV	3.10051127082524e-05	0.956614591472931	0.10668836242649	0.000209480735171505	0.233292662968195	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
mDC	NEUTRO_COUNT	0.00590485174927095	0.513023314901957	0.123089767488417	0.275581015210288	0.0813987801090113	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
mDC	PLT_COUNT	4.56958028505428e-05	0.971825707820037	0.20227760619579	0.0188289629121171	0.0950426859069023	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
mDC	RBC_COUNT	0.0119222288431292	0.984814894596114	0.903865603560544	0.0693550337222748	0.235206566660879	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
mDC	RETIC_COUNT	0.0464696084710209	0.813712736961612	0.946474399169114	0.0646747081224567	0.477393367793087	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
mDC	WBC_COUNT	0.0573144077018913	0.046525518179259	0.14268101537152	0.481183706002522	0.187855479573926	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Mega	BASO_COUNT	0.182600866939509	0.865769110167894	0.904060604256326	0.415186800944363	0.466828541604972	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mega	EO_COUNT	0.661729160078096	0.259128029125729	0.194678388506846	0.0421840359291688	0.0477622617052689	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mega	HCT	0.758862566653866	0.728087563963278	6.97437576789994e-06	0.597499335945229	0.97974275080237	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Mega	HGB	0.977962995245253	0.818086551516562	1.55277199156277e-09	0.712873234189828	0.77739404775992	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Mega	LYMPH_COUNT	0.50260516214254	0.945662130944954	2.53987836255697e-06	0.00167740735334795	0.817160729031771	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Mega	MCH	2.83767511830165e-05	0.510208518394179	4.4026465847775e-09	1.20083354392581e-06	0.633506155859278	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
Mega	MCHC	0.444794956295227	0.373792015821108	1.00761372624596e-06	0.0274681320564881	0.936802652715153	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Mega	MCV	8.30341868342712e-07	0.500214173035597	8.49309450135793e-06	0.00021432865638169	0.92534053836802	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Mega	MEAN_RETIC_VOL	1.1199411177539e-05	0.0899270116764396	0.24778160181315	7.83881089051547e-08	0.723086291682159	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Mega	MONO_COUNT	0.102041421256758	0.984644246073425	0.0881020113959814	0.426439013560429	0.564272753984183	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mega	MPV	6.14966398930519e-12	1.45538816046493e-10	2.36864114156909e-12	1.37910081618498e-09	1.0769811046552e-07	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
Mega	NEUTRO_COUNT	0.450447969593164	0.465809782823346	0.0195353180672187	0.842732117443701	0.336705121316109	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mega	PLT_COUNT	3.49996070545317e-09	1.94318099379953e-06	3.19011664501623e-05	0.272160825360615	3.59480665621352e-07	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE
Mega	RBC_COUNT	0.00218613013974775	0.946342410668082	0.794055965578836	0.0221783184967262	0.697186159750447	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mega	RETIC_COUNT	3.12674168057116e-06	0.219979256511309	0.0111306277348026	0.0847078431628754	0.00837138950155596	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Mega	WBC_COUNT	0.566105589547884	0.94653979358193	9.93707220905381e-08	0.925188593838834	0.763874903669021	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MEP	BASO_COUNT	0.0181402216751236	0.790935057744333	0.282230632358881	0.539942463272927	0.14964613701948	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MEP	EO_COUNT	0.125766931977181	0.86505922728138	0.96140055279062	1.12623131165852e-05	0.824024931888565	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MEP	HCT	0.637734745501184	0.000238509373543625	0.741866589327713	0.0279918912865709	0.416703823258587	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
MEP	HGB	0.852281476094792	0.000443728802340055	0.796382447082806	0.926141897012522	0.232679754839783	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
MEP	LYMPH_COUNT	0.715947061187544	0.956437631726948	0.996236866164463	0.105339726490347	0.850719533159514	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MEP	MCH	5.01081921597556e-11	8.20550881085791e-17	5.34699716868103e-05	0.000793076244563612	0.0163097989838623	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
MEP	MCHC	0.399129717949754	0.000501771394382593	0.0331886088552659	0.0703733601533176	0.272345313855355	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
MEP	MCV	3.17881041993636e-12	1.38979310584728e-16	4.83452535170861e-07	0.000450810678526924	0.00949317195171878	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
MEP	MEAN_RETIC_VOL	1.49923436487049e-10	1.55303281617468e-17	2.37403945253809e-08	5.62542282344842e-06	0.0260642920105472	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
MEP	MONO_COUNT	0.0281548567285613	0.982675680530679	0.997530142388825	0.0907795200484197	0.277545934306027	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MEP	MPV	2.04722490721105e-06	1.26455914816148e-05	0.0092475798076685	1.28408323691898e-05	0.744563873437118	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
MEP	NEUTRO_COUNT	0.092574118442066	0.145628972556234	0.639056937546388	0.0891121173003858	0.178479684414985	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
MEP	PLT_COUNT	1.54418657727946e-05	1.97465082226366e-06	0.0317602606942167	0.0579864958870925	0.773167062027351	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
MEP	RBC_COUNT	8.74008980908523e-06	2.53772284813731e-08	0.000135723043142067	0.0118291659965693	0.010811293409395	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
MEP	RETIC_COUNT	8.87860420011598e-05	6.79489736023079e-09	1.14028031982572e-05	0.118570947456821	0.302272345828896	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
MEP	WBC_COUNT	0.382726393315345	0.806381625691083	0.864149356853574	0.556062537906519	0.30705102169969	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mono	BASO_COUNT	0.00143010440455727	0.0215292174125508	0.0133393670765662	0.870597170828242	0.692879780360496	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Mono	EO_COUNT	0.0312078985716669	0.113453323046266	1.60662085408002e-06	4.02088305292242e-06	0.86939236163845	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
Mono	HCT	0.518237215203223	0.256714584918796	7.72224734015903e-08	0.883368818604615	0.674311269996713	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Mono	HGB	0.365518041095693	0.430159205945983	4.39527835036918e-07	0.319395930118676	0.546813616839594	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Mono	LYMPH_COUNT	0.12196044068865	0.753940930680798	3.13780550589612e-06	0.242524521966954	0.888911744841486	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Mono	MCH	0.0361475570089885	0.669792987642956	0.000489639158550233	0.0168254491455992	0.0027057875560984	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mono	MCHC	0.101892384119481	0.533929733744193	0.00975581388913576	0.967455339360288	0.026775824198293	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mono	MCV	0.00830209210354265	0.619848956948764	0.00895355796252046	0.015015707314461	0.00477557521030956	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mono	MEAN_RETIC_VOL	0.0178179386292665	0.402771319403015	0.0998083969507452	0.0108591177381877	0.00150954368835822	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mono	MONO_COUNT	3.45785176142561e-08	4.1398137647447e-10	1.20453550449984e-13	0.00494492196969642	0.0269607653140569	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
Mono	MPV	6.03480690112762e-05	0.839641842028922	1.51198444749079e-13	0.000160715203139058	0.263482832095581	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
Mono	NEUTRO_COUNT	0.00428127500057213	0.126306830035343	0.00425443935227459	0.306449711405381	0.09008295284821	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Mono	PLT_COUNT	0.000287465219522946	0.942751414366534	1.37344704410056e-07	0.064790631708651	0.621589973690072	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Mono	RBC_COUNT	0.247640362174803	0.505705685864309	0.00909808213128422	0.530724787286719	0.00423897874421722	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mono	RETIC_COUNT	0.0300822608677393	0.41555588323958	0.00776374512204994	0.135541923360391	0.179705974124398	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mono	WBC_COUNT	0.0821583049213183	0.0439698242701613	1.93223006999306e-08	0.628598793209318	0.454109543470573	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
MPP	BASO_COUNT	0.180239592459794	0.662972241002782	0.698918295944251	0.709818396336712	0.671181545493882	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
MPP	EO_COUNT	0.0805912542476324	0.992708567773354	0.999999997347139	5.85923601784183e-07	0.630042972907712	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
MPP	HCT	0.17063063598111	0.948671411036381	0.99999999999331	0.336552167836581	0.0455501870181881	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
MPP	HGB	0.158906346200337	0.840348173503409	0.99999999999763	0.290146632819741	0.0518932426099183	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
MPP	LYMPH_COUNT	0.85987399555928	0.999237826023838	1	0.0588114771788176	0.251139478551718	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
MPP	MCH	0.000128176865145486	0.461660248144635	0.999999999999662	0.000142838945016652	0.861973241209497	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
MPP	MCHC	0.366172129919822	0.999842745354158	0.999999705145977	0.187403240963062	0.730761367654356	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
MPP	MCV	1.22527714252977e-05	0.794952867609566	0.999999999990724	0.00254364953428481	0.689386100640868	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
MPP	MEAN_RETIC_VOL	1.9766847236009e-05	0.95031008245536	0.999999991420332	0.000135522669451398	0.00673612387183854	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
MPP	MONO_COUNT	0.0500326729945031	0.673198186900951	1	0.00825885527229421	0.847129887262104	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
MPP	MPV	1.00147106468127e-05	0.0116491438793736	0.999995907566722	1.21210000683342e-05	0.694280081584694	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
MPP	NEUTRO_COUNT	0.206565543771868	0.607869890784988	0.99983206495301	0.516209111711849	0.9149109273736	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
MPP	PLT_COUNT	8.70530335774856e-07	0.00802715582123314	0.999995496128323	0.0386870642007536	0.251582835029243	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
MPP	RBC_COUNT	0.0106953621592857	0.799094745333906	0.999272893486068	0.119185844995236	0.0114029369284239	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
MPP	RETIC_COUNT	0.0760542316813973	0.991628427083021	0.999960160647212	0.208283281174473	0.570656230766212	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
MPP	WBC_COUNT	0.645002110402349	0.808002203757027	0.999999991770695	0.818402606874242	0.667179649853173	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
NK	BASO_COUNT	0.000370698718034355	0.882755020521307	0.891072439607368	0.742306863079271	0.0518015580865105	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
NK	EO_COUNT	0.000135851500622969	0.271013942300709	8.75382283386298e-07	2.80051258855583e-07	0.331549606320687	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
NK	HCT	0.700786773989793	0.350555015330473	0.000144120813895628	0.229208589198789	0.737363009277498	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NK	HGB	0.466534752347285	0.375174915428677	4.0993698571072e-05	0.86634727386268	0.442046173570685	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NK	LYMPH_COUNT	0.000105102309070188	0.0187914334500036	4.1417389099155e-09	0.00450005245918394	0.146387293717829	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
NK	MCH	6.41656686038228e-05	0.999809418520572	0.0168043954767914	0.0295627388143985	0.422989039797642	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
NK	MCHC	0.584595903671072	0.317160572152879	0.0653669677543662	0.772351812316431	0.770270130171036	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
NK	MCV	6.31568781589639e-06	0.988026239266626	0.085930374506941	0.0222308683388063	0.572071717695006	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
NK	MEAN_RETIC_VOL	8.17431563819239e-07	0.953582575645137	0.543571509375705	0.010990522911055	0.446970134638919	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
NK	MONO_COUNT	0.012496108230844	0.600350781494584	1.57351579250141e-05	0.077194739710607	0.285578086604999	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NK	MPV	0.00267744169067854	0.926949321157598	0.476874290633721	0.0117655236608635	0.195372184705872	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
NK	NEUTRO_COUNT	0.162925344251006	0.623229204517998	0.0465190166353491	0.614050577469856	0.260984407061248	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
NK	PLT_COUNT	0.000379891962279182	0.998519815230127	0.960542884767556	0.125325140651075	0.153509963333817	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
NK	RBC_COUNT	0.0167224506591599	0.947821310068331	0.530407259174803	0.0956934985523451	0.966363281643597	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
NK	RETIC_COUNT	0.189847937420085	0.785781911922575	0.942112981786231	0.611453343213029	0.815281993980934	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
NK	WBC_COUNT	0.0421305900631186	0.39439014260149	0.0176497554049497	0.578005787166826	0.171802941854252	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
pDC	BASO_COUNT	0.108744521258276	0.777255664616337	0.852083312902723	0.747376938281079	0.224749252018487	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
pDC	EO_COUNT	0.617132585956021	0.967789512914985	0.959053119263525	0.00369606637100101	0.00720762723274674	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
pDC	HCT	0.0666830241024712	0.936435957993145	0.980430255577062	0.776103858999026	0.273930647537491	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
pDC	HGB	0.0865884922994843	0.90786238164203	0.970696650793834	0.392606510615187	0.324287860977691	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
pDC	LYMPH_COUNT	0.449361321338311	0.774018977369005	0.596686674668517	0.00116997734516057	0.000724888802506311	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
pDC	MCH	0.012210337924805	0.999648350098984	0.881682431472784	0.0591468767145459	0.669779203187539	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
pDC	MCHC	0.378604494436785	0.0409172690394835	0.77315883108106	0.623992380822021	0.864707407999395	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
pDC	MCV	0.00208418096517516	0.996485387702798	0.984514222893833	0.000905347333823346	0.589699350994195	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
pDC	MEAN_RETIC_VOL	3.88890748887449e-05	0.996870010231937	0.658984520289559	0.0124298515765443	0.393386108496186	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
pDC	MONO_COUNT	0.729652107061489	0.792820604797016	0.827259303734241	0.674850754709165	0.0208681019321902	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
pDC	MPV	0.535288522947494	0.997258121640796	0.977370037546928	0.00869803610074929	0.0142430230233028	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
pDC	NEUTRO_COUNT	0.631049397211209	0.767065584218538	0.195618432089466	0.817547873525784	0.00889899675993102	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
pDC	PLT_COUNT	0.22918053171279	0.989349891882964	0.980805721247978	0.264293741626914	0.158634603237169	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
pDC	RBC_COUNT	0.195483474442966	0.961919007293299	0.924012162210758	0.122515672585596	0.508829217569219	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
pDC	RETIC_COUNT	0.353578277180755	0.330443606559519	0.681589637519964	0.183254827960783	0.423825391266524	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
pDC	WBC_COUNT	0.289358655584639	0.368177221868709	0.111233609234157	0.535060294931792	0.00118312974537723	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
